Index,Sample,Report,Series,Longitude,Latitude,Datum,Rock_Class,Rock_Type,Rock_Name,Description,Rcvd_Sample_Wt_kg,SiO2_%_ME_XRF26,TiO2_%_ME_XRF26,Al2O3_%_ME_XRF26,Fe2O3_%_ME_XRF26,MnO_%_ME_XRF26,MgO_%_ME_XRF26,CaO_%_ME_XRF26,Na2O_%_ME_XRF26,K2O_%_ME_XRF26,P2O5_%_ME_XRF26,BaO_%_ME_XRF26,Cr2O3_%_ME_XRF26,SrO_%_ME_XRF26,LOI_%_OA_GRA05x,Total_%_ME_XRF26,SiO2_%_ME_ICP06,TiO2_%_ME_ICP06,Al2O3_%_ME_ICP06,Fe2O3_%_ME_ICP06,MnO_%_ME_ICP06,MgO_%_ME_ICP06,CaO_%_ME_ICP06,Na2O_%_ME_ICP06,K2O_%_ME_ICP06,P2O5_%_ME_ICP06,BaO_%_ME_ICP06,Cr2O3_%_ME_ICP06,SrO_%_ME_ICP06,LOI_%_OA_GRA05,Total_%_TOT_ICP06,S_%_S_IR,C_%_C_IR,Ba_ppm_ME_MS81,Ce_ppm_ME_MS81,Cr_ppm_ME_MS81,Cs_ppm_ME_MS81,Dy_ppm_ME_MS81,Er_ppm_ME_MS81,Eu_ppm_ME_MS81,Ga_ppm_ME_MS81,Gd_ppm_ME_MS81,Ge_ppm_ME_MS81,Hf_ppm_ME_MS81,Ho_ppm_ME_MS81,La_ppm_ME_MS81,Lu_ppm_ME_MS81,Nb_ppm_ME_MS81,Nd_ppm_ME_MS81,Pr_ppm_ME_MS81,Rb_ppm_ME_MS81,Sm_ppm_ME_MS81,Sn_ppm_ME_MS81,Sr_ppm_ME_MS81,Ta_ppm_ME_MS81,Tb_ppm_ME_MS81,Th_ppm_ME_MS81,Tm_ppm_ME_MS81,U_ppm_ME_MS81,V_ppm_ME_MS81,W_ppm_ME_MS81,Y_ppm_ME_MS81,Yb_ppm_ME_MS81,Zr_ppm_ME_MS81,Ag_ppm_ME_4ACD81,As_ppm_ME_4ACD81,Cd_ppm_ME_4ACD81,Co_ppm_ME_4ACD81,Cu_ppm_ME_4ACD81,Li_ppm_ME_4ACD81,Mo_ppm_ME_4ACD81,Ni_ppm_ME_4ACD81,Pb_ppm_ME_4ACD81,Sc_ppm_ME_4ACD81,Tl_ppm_ME_4ACD81,Zn_ppm_ME_4ACD81,As_ppm_ME_MS42,Bi_ppm_ME_MS42,Hg_ppm_ME_MS42,In_ppm_ME_MS42,Re_ppm_ME_MS42,Sb_ppm_ME_MS42,Sc_ppm_ME_MS42,Se_ppm_ME_MS42,Te_ppm_ME_MS42,Tl_ppm_ME_MS42,Nb_ppm_ME_XRF05,Y_ppm_ME_XRF05,Zr_ppm_ME_XRF05,Ni_%_Ni_OG62
318,91UY15,FA15024375,LC_alk,-152.4358,62.5203,NAD83,Igneous,Plutonic,intermediate unit,biotite olivine gabbro ,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,1215,35.9,1060,5.76,2.85,1.61,1.01,11.9,3.62,,2.8,0.58,18.2,0.21,7.8,17.7,4.31,141,3.95,1,644,0.5,0.51,5.75,0.22,2.3,141,1,15.3,1.45,105,-0.5,-5,-0.5,51,67,30,-1,589,10,17,-0.5,88,,,,,,,,,,,,,,
319,74AR077B,FA15024391,LC_dikes,-152.3947,62.527,NAD83,Igneous,Plutonic,felsic,felsic dike; garnet-feldspar porphyry ,0.03,,,,,,,,,,,,,,,,56,0.83,16.4,6.63,0.11,3.1,6.15,3.29,1.48,0.16,0.24,-0.01,0.07,6.21,100.67,0.06,0.89,2060,50.5,30,4.7,3.71,2.16,1.2,20.6,4.15,-5,4.2,0.82,27.1,0.32,21.3,22.4,6.04,46.8,5.04,2,638,1.3,0.7,6.1,0.3,2.92,115,1,20.6,2.12,170,-0.5,,-0.5,12,9,50,-1,7,12,13,,86,1,0.07,0.022,0.048,-0.001,0.21,,0.4,-0.01,0.08,,,,
320,06REV,FA15024391,,-154.0985,61.7134,WGS84,Igneous,Volcanic,mafic dike,mafic dike ,0.03,,,,,,,,,,,,,,,,65.6,0.66,13.55,7.2,0.09,3.62,0.87,2.75,2.6,0.13,0.08,0.02,0.02,2.51,99.7,0.39,0.05,698,35.9,150,15.25,2.64,1.75,0.76,15.7,2.78,-5,3.5,0.6,19.1,0.26,9.3,16.1,4.39,143,3.29,4,156.5,0.6,0.45,7.07,0.27,3.08,149,2,14.3,1.82,131,-0.5,,-0.5,16,47,140,-1,91,15,13,,139,41.2,0.1,-0.005,0.066,0.001,0.27,,1.1,0.06,1.17,,,,
321,09PH163,FA15024391,,-152.127,62.89,WGS84,Igneous,Plutonic,granite,granite ,0.45,,,,,,,,,,,,,,,,75.5,0.11,12.7,1.46,0.05,0.27,0.76,3.14,4.93,0.02,0.03,-0.01,-0.01,0.59,99.56,0.01,0.02,239,75.5,20,16.45,13.9,8.46,0.25,23.8,10.9,-5,3.9,2.87,31.7,1.34,21.3,36.1,9.2,376,10.65,12,28.2,3.1,2.11,17.9,1.39,6.11,8,3,81.2,9.06,97,-0.5,,-0.5,2,4,170,-1,11,24,5,,53,28.8,0.37,0.005,0.057,-0.001,0.47,,0.4,-0.01,0.62,,,,
322,12AJJ302,FA15024391,LC,-150.8132,62.3156,WGS84,Igneous,Plutonic,biotite granite,"granite, leucocratic, quartz to 4mm, trace biotite ",0.54,,,,,,,,,,,,,,,,78,0.05,12.5,1.13,0.02,0.04,0.37,3.63,4.43,-0.01,0.03,-0.01,-0.01,0.56,100.76,0.01,0.02,313,31.5,10,3.59,7.14,4.29,0.26,21,6.75,-5,5.2,1.46,13.6,0.61,10.7,20.4,4.59,153.5,6.74,3,23.3,1,1.17,11.75,0.88,5.83,-5,1,38.6,3.96,102,-0.5,,-0.5,-1,1,30,-1,1,22,6,,67,8.5,0.25,0.007,0.088,-0.001,0.24,,0.6,-0.01,0.11,,,,
323,14PH007B,FA15024391,,-151.157,63.017,WGS84,Igneous,Plutonic,granite,granite ,0.34,,,,,,,,,,,,,,,,70.3,0.41,14.85,3.36,0.05,0.68,1.47,2.79,5.84,0.16,0.23,-0.01,0.02,0.66,100.82,0.02,0.04,2020,69.1,20,6.72,4.89,2.46,1.31,19.1,5.5,-5,4.9,0.91,32.9,0.32,14.1,31.8,8.07,162.5,6.36,4,181,1.1,0.84,14.7,0.35,3.11,33,1,24.1,2.22,188,-0.5,,-0.5,5,9,70,-1,10,31,7,,77,12.6,0.31,0.01,0.068,-0.001,0.3,,0.6,0.01,0.6,,,,
324,14PH008,FA15024391,,-151.26,63.029,WGS84,Igneous,Plutonic,granite,granite ,0.66,,,,,,,,,,,,,,,,68.3,0.48,15.75,3.54,0.06,1.25,3.03,3.83,3.87,0.13,0.14,-0.01,0.05,0.91,101.34,0.01,0.06,1175,66.9,30,3.98,2.23,1.26,0.99,18,3.03,-5,5.6,0.43,37.8,0.21,15.5,24.2,6.92,116.5,3.87,3,427,1.2,0.46,14.7,0.18,3.62,37,1,12.2,1.31,219,-0.5,,-0.5,6,1,40,-1,8,11,5,,56,2.7,0.03,0.006,0.012,-0.001,0.14,,0.3,-0.01,0.35,,,,
325,14PH009,FA15024391,,-151.129,62.962,WGS84,Igneous,Plutonic,granite,coarse granite ,0.81,,,,,,,,,,,,,,,,69,0.7,15.05,5.03,0.07,1.14,2.39,3.27,3.82,0.27,0.18,-0.01,0.03,0.49,101.44,0.02,0.02,1620,107.5,40,6.68,5.76,2.61,1.62,22.2,7.53,-5,9.3,1.06,53,0.27,21.8,47.8,12.45,142,9.04,3,229,1.5,1.03,33.9,0.34,5.34,55,2,27.3,1.93,371,-0.5,,-0.5,7,15,70,-1,15,18,10,,108,12.5,0.29,0.007,0.088,-0.001,0.07,,0.9,0.01,0.9,,,,
326,74AR015,FA15024391,,-152.692,62.7936,NAD83,Igneous,Plutonic,gabbro,diorite/gabbro sill ,0.82,,,,,,,,,,,,,,,,50.1,2.42,13.2,15.4,0.22,5.5,9.3,2.57,0.31,0.22,0.11,0.01,0.03,2.57,101.96,0.04,0.11,947,29,50,1,6.91,4.16,1.84,21,6.98,-5,4.4,1.51,11.4,0.55,12.3,20.9,4.2,8.7,5.96,1,211,0.7,1.17,3.05,0.58,0.73,347,-1,37.2,3.62,156,-0.5,,0.6,43,353,10,-1,47,2,41,,120,9.3,0.08,0.005,0.021,0.001,0.07,,0.9,0.01,0.03,,,,
327,74AR016,FA15024391,,-152.7884,62.7578,NAD83,Igneous,Plutonic,gabbro,diorite sill ,0.67,,,,,,,,,,,,,,,,48.7,3.08,11.8,18.6,0.25,4.71,9.17,2.16,0.38,0.25,0.13,-0.01,0.02,2.29,101.54,0.03,0.04,1215,37.4,10,3.17,7.52,4.21,2.1,22.7,7.43,-5,4.5,1.53,15.2,0.49,13.5,25.1,5.15,12.3,6.86,2,210,0.9,1.23,7.54,0.58,0.88,782,-1,38.2,3.7,162,-0.5,,0.8,54,320,10,-1,40,3,40,,137,2,0.04,0.011,0.016,0.001,0.06,,0.6,0.01,0.06,,,,
328,74AR017,FA15024391,,-152.8408,62.7195,NAD83,Igneous,Plutonic,gabbro,diorite sill ,0.19,,,,,,,,,,,,,,,,47.6,2.08,15.35,12.65,0.17,5.24,9.64,1.93,0.16,0.18,0.03,0.02,0.05,3,98.1,0.05,0.17,272,23.5,160,0.55,6.03,3.28,1.56,21.3,5.43,-5,3.5,1.17,9.2,0.41,9.7,17,3.47,3.4,4.93,1,434,0.6,0.91,2.66,0.49,0.44,367,-1,29.8,2.89,126,-0.5,,0.6,42,254,20,-1,80,-2,36,,106,4.8,0.04,0.032,0.025,0.001,0.1,,0.8,-0.01,0.05,,,,
329,74AR057,FA15024391,,-152.7691,62.6933,NAD83,Igneous,Plutonic,basalt,pillow basalt ,0.48,,,,,,,,,,,,,,,,48.1,2.04,14.4,13.15,0.2,5.89,10.85,2.98,0.24,0.18,0.01,0.02,0.04,2.81,100.91,0.02,0.25,139.5,22.5,120,1.06,5.37,2.92,1.55,20,5.45,-5,3.1,1.04,9,0.39,10.1,16.4,3.31,3.7,4.91,1,332,0.6,0.84,1.89,0.42,0.98,390,-1,26.8,2.54,113,-0.5,,0.7,47,227,20,-1,91,2,37,,109,4.8,0.07,0.074,0.017,0.007,0.49,,0.7,0.01,0.02,,,,
330,74AR058,FA15024391,,-152.9595,62.6489,NAD83,Igneous,Volcanic,basalt,pillow basalt ,0.63,,,,,,,,,,,,,,,,48.3,2.03,14.5,13.45,0.21,5.8,9.76,2.75,0.71,0.18,0.02,0.02,0.03,1.64,99.4,0.02,0.1,143.5,24.5,120,0.76,5.19,2.86,1.58,20.5,5.34,-5,3.3,1.06,9.9,0.37,10.3,16.9,3.42,12.7,5.09,1,226,0.6,0.86,3.1,0.4,0.47,395,1,27,2.65,115,-0.5,,0.5,46,236,20,-1,87,5,37,,118,22,0.16,0.032,0.015,0.001,0.1,,0.6,0.04,-0.02,,,,
331,74AR060,FA15024391,,-152.4857,62.7335,NAD83,Igneous,Volcanic,basalt,pillow basalt; ropy ,0.38,,,,,,,,,,,,,,,,45.8,3.45,15.2,13.05,0.21,5.4,6.29,4.5,0.42,0.44,0.02,0.03,0.02,3.54,98.37,0.05,0.08,209,65.3,210,1.49,9.64,5.33,2.63,20,10.8,-5,6.3,1.97,28.6,0.7,26.8,39.4,8.57,6.9,10.35,3,179,1.7,1.63,13.7,0.76,5.59,478,1,51.1,4.63,225,-0.5,,2.8,69,463,30,-1,158,3,36,,244,5.7,0.03,0.072,0.06,0.033,0.15,,1.7,0.01,0.07,,,,
332,74AR061,FA15024391,,-152.561,62.7194,NAD83,Igneous,Volcanic,basalt,pillow basalt ,0.44,,,,,,,,,,,,,,,,46.9,1.59,14.65,11,0.2,6.01,11.75,3.1,0.6,0.15,0.02,0.04,0.04,3.65,99.7,0.03,0.46,168.5,17.8,260,1.2,4.69,2.35,1.4,19.8,4.04,-5,2.6,0.92,7.3,0.31,7.7,12.7,2.72,13.7,3.77,1,336,0.5,0.67,1.1,0.33,0.83,321,-1,23.3,2.21,96,-0.5,,-0.5,47,188,10,-1,116,3,34,,90,2,0.02,0.047,0.01,0.001,0.05,,0.5,0.01,0.04,,,,
333,74AR067,FA15024391,,-152.8013,62.577,NAD83,Igneous,Volcanic,basalt,"pillow basalt, shellabarger volcanics ",0.28,,,,,,,,,,,,,,,,49.5,1.86,15.65,12.1,0.18,5.89,11.2,2.43,0.25,0.15,0.01,0.02,0.03,1.29,100.56,0.02,0.02,71.8,21.5,140,0.11,4.83,2.68,1.59,21.8,4.78,-5,2.9,1,9.1,0.34,9.2,15,3.19,5,4.44,1,281,0.5,0.79,3.5,0.36,0.46,353,-1,24.9,2.22,107,-0.5,,0.6,42,208,-10,-1,90,-2,34,,94,1,0.02,0.017,0.02,0.001,-0.05,,0.5,-0.01,-0.02,,,,
334,74AR091,FA15024391,,-151.8531,62.9956,NAD83,Igneous,Plutonic,diorite,meta- diorite ,0.15,,,,,,,,,,,,,,,,47.7,1.07,15.2,9.91,0.15,8.65,13.1,1.89,0.42,0.09,0.08,0.05,0.03,2.94,101.28,0.01,0.02,694,11.9,350,0.7,2.83,1.66,0.99,17.4,2.84,-5,1.5,0.64,5.1,0.21,5,8.7,1.79,13.3,2.69,1,268,0.3,0.46,1.07,0.22,0.33,256,-1,15.5,1.49,55,-0.5,,-0.5,43,107,10,-1,153,-2,36,,72,1.1,0.02,0.011,0.008,0.002,0.14,,0.3,0.01,0.02,,,,
335,74AR099,FA15024391,,-152.7929,62.6056,NAD83,Igneous,Volcanic,basalt,pillow basalt ,0.3,,,,,,,,,,,,,,,,53.2,2.1,13.8,11.55,0.16,4.27,8.3,4.2,0.45,0.12,0.01,0.02,0.04,2.95,101.17,0.03,0.19,91,20.6,110,0.36,5.43,3.13,1.56,18.3,5.43,-5,3.6,1.16,8.6,0.4,9.5,15.3,3.13,6.9,4.49,1,297,0.6,0.95,1.98,0.4,0.58,446,-1,28,2.79,135,-0.5,,-0.5,46,264,10,-1,71,-2,42,,100,0.9,0.03,0.017,0.036,0.003,0.07,,0.8,0.01,-0.02,,,,
336,76AR090,FA15024391,LC_alk,-152.3455,62.4688,NAD83,Igneous,Plutonic,intermediate,altered/sheared intrusive ,0.19,,,,,,,,,,,,,,,,59.1,0.68,13.4,4.66,0.11,4.52,4.14,3.42,3.79,0.38,0.09,0.04,0.04,6.4,100.77,0.01,1.34,831,63.2,280,2.56,2.92,1.67,1.02,16.9,3.71,-5,5.9,0.61,35,0.26,20,25.7,7.09,135,4.93,3,408,1.2,0.54,13.45,0.26,4.63,73,6,17,1.68,251,-0.5,,-0.5,17,24,20,-1,121,15,9,,59,14.6,0.04,0.009,0.025,-0.001,0.28,,0.5,0.01,0.02,,,,
337,76AR142C,FA15024391,,-151.2036,63.0213,NAD83,Igneous,Plutonic,ultramafic,dunite with pyrite/asp ,0.27,,,,,,,,,,,,,,,,18.55,0.47,6.3,42.6,0.08,2.02,12.55,0.85,0.35,0.15,0.04,0.03,0.03,8.3,92.31,18.5,2.34,387,28.2,240,1.12,1.73,0.81,0.83,6.1,2.2,-5,1.3,0.33,13.9,0.11,15.4,14.3,3.58,12.2,2.92,-1,275,1,0.28,2.01,0.12,0.44,101,1,8.4,0.79,53,-0.5,,1.3,12,201,20,19,673,8,12,,23,10.4,0.05,0.017,0.028,0.005,13.15,,0.3,0.01,0.4,,,,
338,76AR145C2,FA15024391,,-151.4892,62.8145,NAD83,Igneous,Plutonic,ultramafic,lime-rich dunite ,0.12,,,,,,,,,,,,,,,,62.5,0.06,1.05,6.18,0.26,9.58,17.8,0.14,0.02,0.03,-0.01,3.26,-0.01,0.9,101.78,0.01,0.2,8.8,1.6,10000,0.05,0.39,0.27,0.16,4.9,0.37,-5,-0.2,0.08,0.7,0.02,0.6,1.6,0.31,1.3,0.32,10,32.6,-0.1,0.07,0.54,0.03,0.53,80,2,2.4,0.19,4,-0.5,,-0.5,69,8,20,-1,532,-2,3,,410,32.3,0.2,0.008,-0.005,-0.001,0.13,,0.2,0.01,-0.02,,,,
339,74AR018B,FA15024512,,-152.7179,62.6483,NAD83,Igneous,Plutonic,gabbro,diorite dike ,0.04,,,,,,,,,,,,,,,,49.5,1.9,16,11.1,0.12,5.85,9.31,2.76,0.31,0.18,0.01,0.02,0.03,3.09,100.18,,,107.5,23.4,150,1.88,5.61,3.27,1.63,21.4,5.71,,3.4,1.18,9.8,0.42,9.4,15.9,3.35,9.2,4.62,1,261,0.6,0.89,2.45,0.46,0.51,418,-1,29.1,2.78,116,-0.5,-5,0.6,44,222,10,-1,102,-2,39,-0.5,86,,,,,,,,,,,,,,
340,74AR081,FA15024512,,-152.0736,62.7155,NAD83,Igneous,Plutonic,ultramafic,"ultramafic, serpentinized ",0.17,,,,,,,,,,,,,,,,39.1,0.09,3.74,7.67,0.12,34.3,0.9,0.06,0.15,0.01,0.01,0.38,-0.01,13,99.53,0.1,,46.4,5,2910,1.75,1.4,0.77,0.31,3.7,1.12,,0.5,0.27,2.5,0.09,0.9,2.9,0.64,6.8,0.93,-1,30.4,0.1,0.19,0.96,0.11,0.19,59,1,7.9,0.72,9,-0.5,58,-0.5,90,13,-10,-1,1880,-2,12,-0.5,47,,,,,,,,,,,,,,
341,76AR040b,FA15024512,LC_alk,-152.628,62.3052,NAD83,Igneous,Plutonic,quartz diorite,biotite quartz diorite ,0.21,,,,,,,,,,,,,,,,49.6,0.67,11.8,11.6,0.11,9.68,4.25,2.03,4.34,0.39,0.11,0.1,0.06,2.49,97.23,,,997,46.6,750,7.46,2.78,1.55,0.92,13.9,3.67,,3.5,0.57,24.5,0.2,11.9,21.3,5.26,161.5,4.21,6,493,0.7,0.46,7.18,0.24,3.26,118,2,15,1.49,141,8.9,412,3.2,254,4160,20,34,10000,357,13,-0.5,91,,,,,,,,,,,,,,1.23
342,76AR145C1,FA15024512,,-151.4892,62.8145,NAD83,Igneous,Plutonic,ultramafic,lime-rich dunite ,0.14,,,,,,,,,,,,,,,,52.8,0.01,0.51,5.76,0.13,14.4,23.4,0.09,0.06,0.06,-0.01,0.26,0.01,2.18,99.67,,,7.4,1.7,2010,0.21,0.24,0.13,0.05,1,0.23,,-0.2,0.05,0.9,0.02,0.5,0.9,0.22,4.1,0.23,8,38,-0.1,0.04,0.8,0.03,0.4,22,1,1.8,0.14,-2,-0.5,64,-0.5,73,7,40,-1,1200,5,5,-0.5,53,,,,,,,,,,,,,,
343,75ANS67C,FA15024872,,-151.777,62.6994,NAD83,Igneous,Plutonic,serpentenite,serpentine; sheared ,0.32,41.1,0.04,1.56,7.02,0.07,36.4,0.49,0.14,0.01,-0.01,0.02,0.38,0.01,11.99,99.62,,,,,,,,,,,,,,,,0.04,0.35,11.1,1.2,2650,0.43,0.12,0.12,0.03,1.7,0.18,-5,-0.2,0.03,0.7,0.02,0.3,0.6,0.14,1.9,0.14,-1,5.5,-0.1,0.02,0.64,0.02,0.1,42,1,0.9,0.09,5,-0.5,,-0.5,96,9,-10,-1,2160,-2,9,,29,23.5,0.03,0.009,-0.005,-0.001,0.68,5.5,-0.2,0.02,-0.02,,,,
344,75ANS68F,FA15024872,LC_dikes,-151.8056,62.705,NAD83,Igneous,Volcanic,felsite,"biotite felsite dike, rust weathering ",0.23,71.5,0.2,14.08,1.69,0.06,0.33,1.18,3.55,4.77,0.06,0.11,0.01,0.04,1.13,98.76,,,,,,,,,,,,,,,,0.01,0.16,899,51.4,10,2.58,1.9,0.97,0.8,17.9,2.47,-5,4.9,0.4,27.5,0.17,19.1,20,5.72,171.5,3.53,3,323,1.4,0.38,11.25,0.16,4.83,8,1,10.2,0.94,160,-0.5,,-0.5,1,5,20,-1,1,27,2,,53,1.6,0.3,0.008,0.007,-0.001,0.07,0.7,-0.2,-0.01,0.14,,,,
345,75ANS74A,FA15024872,,-152.3389,62.5189,NAD83,Igneous,Plutonic,lamprophyre,biotite lamprophyre ,0.27,44,0.71,8.28,8.66,0.16,11.25,10.6,0.29,3.86,0.34,0.12,0.12,0.06,10.72,99.38,,,,,,,,,,,,,,,,0.03,2.52,998,30.9,800,19.9,3.01,1.52,1.05,10.8,3.29,-5,2.5,0.64,15.3,0.22,8,16.2,3.94,197,3.65,1,489,0.4,0.49,3.5,0.24,1.83,189,1,14.4,1.28,87,-0.5,,0.5,44,93,90,-1,318,14,22,,140,13.1,0.05,0.012,0.052,-0.001,0.7,22.8,0.6,0.02,1.37,,,,
346,75AR078,FA15024872,LC_alk,-152.4147,62.5295,NAD83,Igneous,Plutonic,granite,"coarse biotite granite; potassium feldspar, blue tint, megacryst ",0.26,63.2,0.76,17,4.42,0.1,1.76,2.18,3.32,6.11,0.35,0.16,0.02,0.07,0.61,100.25,,,,,,,,,,,,,,,,0.01,0.03,1355,68.2,70,14.9,3.9,2.27,1.08,20.4,4.18,-5,7,0.79,37.3,0.38,21.6,26.6,7.44,276,5.35,3,550,1.4,0.61,16.4,0.33,5.84,67,4,19.9,2.32,262,-0.5,,-0.5,10,30,60,-1,43,25,9,,87,57,0.05,0.018,0.033,0.001,0.73,8.3,0.7,0.02,0.39,,,,
347,76AR037,FA15024872,LC_alk,-152.9391,62.1334,NAD83,Igneous,Plutonic,quartz diorite,biotite-hornblende quartz diorite/granodiorite ,0.29,63.5,0.64,15.78,5.2,0.09,2.97,2.44,2.69,4.47,0.27,0.15,0.03,0.06,1.32,99.66,,,,,,,,,,,,,,,,-0.01,0.03,1325,61.9,150,8.83,3.58,1.99,1.21,18.9,4.36,-5,5.5,0.76,32.4,0.29,13.3,27.5,7.25,169.5,5.73,2,436,0.9,0.62,11,0.3,3.58,112,3,18.8,1.99,196,-0.5,,-0.5,15,44,100,-1,72,19,11,,74,76,0.05,0.017,0.028,-0.001,0.77,10.6,0.3,0.03,0.38,,,,
348,76AR039,FA15024872,LC_alk,-152.8553,62.2757,NAD83,Igneous,Plutonic,granodiorite,biotite ± hornblende granodiorite/quartz diorite ,0.3,65.5,0.54,14.39,4.46,0.08,3.78,2.51,2.73,4.46,0.23,0.15,0.04,0.05,0.76,99.77,,,,,,,,,,,,,,,,0.01,0.08,1320,50.6,250,9.84,3.16,1.82,1.01,16.1,3.52,-5,5.4,0.65,27.1,0.28,11.9,21.8,5.79,164.5,4.52,2,418,0.8,0.52,10.55,0.27,4.11,96,3,16.4,1.83,188,-0.5,,-0.5,17,42,60,-1,119,22,10,,82,26.6,0.05,0.015,0.034,0.001,2.91,8.4,0.3,0.02,0.44,,,,
349,76AR039A,FA15024872,LC,-152.8553,62.2757,NAD83,Igneous,Plutonic,granodiorite,biotite ± hornblende granodiorite/quartz diorite ,0.38,51.4,0.86,19.62,9.09,0.13,3.34,5.26,4.77,2.03,0.54,0.05,0.01,0.12,2.55,100.1,,,,,,,,,,,,,,,,0.09,0.05,390,44.4,10,1.15,3.43,1.85,1.46,21.1,4.14,-5,3.3,0.68,21.9,0.25,12,23.9,5.68,43.1,5.41,1,942,0.8,0.63,4.81,0.23,1.64,217,1,16.7,1.63,117,-0.5,,-0.5,11,170,50,-1,2,-2,11,,90,4,0.02,0.165,0.032,-0.001,-0.05,6.3,0.6,0.01,0.1,,,,
350,76AR040A,FA15024872,LC_alk,-152.628,62.3052,NAD83,Igneous,Plutonic,quartz diorite,biotite quartz diorite ,0.33,54.2,0.76,12.54,7.18,0.13,11.05,5.21,2.24,4.67,0.42,0.13,0.12,0.07,0.18,99.16,,,,,,,,,,,,,,,,0.03,0.03,1090,48,860,7.99,3.26,1.69,1.06,14.6,3.65,-5,4.6,0.64,25.8,0.26,13,21.6,5.72,181,4.62,2,567,0.7,0.58,7.17,0.27,3.24,137,2,16.1,1.59,166,-0.5,,-0.5,43,53,20,-1,534,17,16,,90,8,0.04,0.016,0.016,0.001,0.53,3,0.3,0.01,0.42,,,,
351,76AR041B,FA15024872,LC_alk,-152.6339,62.3063,NAD83,Igneous,Plutonic,quartz diorite,"altered, like -40 (biotite quartz diorite) ",0.27,46,0.71,9.9,12.7,0.17,14.6,6.22,1.39,2.68,0.63,0.11,0.17,0.09,1.59,104.4,,,,,,,,,,,,,,,,2.11,0.01,902,43.2,1130,6.24,2.82,1.42,1.15,11.5,4,-5,2.4,0.52,22.6,0.2,7.2,21.1,5.28,118.5,4.39,5,690,0.4,0.52,4.2,0.21,2.12,184,2,13.6,1.2,87,9.6,,3.8,217,5130,20,14,10000,360,19,,123,250.1,4.91,0.056,0.154,0.021,4.74,4.6,16.1,1.26,1.3,,,,1.12
352,76AR041D,FA15024872,,-152.6339,62.3063,NAD83,Igneous,Plutonic,quartz diorite,"altered, like -40 (biotite quartz diorite); abundant sulfides) ",0.24,48.5,0.55,3.29,17.5,0.3,17.65,5.01,0.48,1.32,0.12,0.07,0.21,0.01,0.72,104.6,,,,,,,,,,,,,,,,1.45,0.05,514,23.8,1450,3.15,3.23,1.5,0.32,5.4,3.15,-5,1.2,0.61,10.3,0.21,3.5,14.7,3.29,63.5,3.35,2,53,0.2,0.52,2.86,0.25,1.18,122,1,15.3,1.72,33,20.4,,8,278,9120,10,17,10000,43,17,,188,250.1,3.69,0.082,0.119,0.049,119,2.3,11.5,1.59,0.35,,,,1.695
353,76AR070,FA15024872,LC_dikes,-152.4741,62.4942,NAD83,Igneous,Plutonic,peridotite,biotite pyroxene peridotite/gabbro ,0.25,43.3,0.13,1.26,11.05,0.17,36.6,4.25,0.38,0.37,0.05,0.03,0.42,0.02,1.19,99.53,,,,,,,,,,,,,,,,0.03,0.18,122,4.9,2860,0.76,0.51,0.3,0.17,1.8,0.63,-5,0.4,0.11,2.3,0.04,0.9,2.7,0.67,14.7,0.74,-1,106.5,-0.1,0.09,0.46,0.04,0.21,79,1,2.6,0.27,13,-0.5,,-0.5,118,66,10,-1,2100,3,14,,94,55.1,0.06,0.014,0.007,-0.001,0.77,4,-0.2,0.01,0.04,,,,
354,76AR092A,FA15024872,LC_alk,-152.2249,62.517,NAD83,Igneous,Plutonic,gabbro,biotite-pyroxene gabbro/peridotite ,0.53,48.4,0.97,9.98,10.18,0.18,13.5,9.76,1.38,3.51,0.41,0.15,0.16,0.08,0.47,99.33,,,,,,,,,,,,,,,,0.03,0.02,1260,39.3,1090,3.74,3.66,1.89,1.19,13.3,4.25,-5,2,0.74,19.1,0.26,11.4,21,5.04,111.5,4.86,1,629,0.6,0.64,2.52,0.26,1.17,235,1,17.9,1.85,71,-0.5,,0.6,57,152,40,-1,491,7,27,,114,37.4,0.05,0.024,0.015,-0.001,0.43,4.9,0.3,0.02,0.35,,,,
355,91AM02A,FA15024872,LC,-152.1518,62.5462,NAD83,Igneous,Plutonic,quartz monzodiorite,biotite pyroxene quartz monzodiorite ,0.17,68.2,0.48,14.72,3.93,0.06,1.66,2.7,3.1,4.18,0.19,0.11,0.02,0.06,0.63,100.2,,,,,,,,,,,,,,,,0.02,0.07,971,75,60,4.71,3.35,1.8,1.22,17.4,4.05,-5,5.9,0.65,39.2,0.31,15.3,30.7,8.54,133.5,5.96,1,492,1.2,0.62,16,0.26,5.54,44,1,17.8,1.77,188,-0.5,,-0.5,9,54,40,-1,105,9,6,,54,63,0.05,0.009,0.019,-0.001,0.9,5.4,0.4,0.01,0.33,,,,
